Cyclone,date,Time (UTC),Lat.,Long.,C.I. NO.,Estimated Central Pressure (hPa),Estimated Maximum Sustained Surface speed (kt),Estimated Pressure drop at the Centre,Grade
B.82.1,01.05.1982,300,14,82.5,1.5,990,25,3,D
B.82.1,01.05.1982,600,14.5,82.6,2,990,30,5,DD
B.82.1,01.05.1982,1200,15,82.7,2.5,990,35,6,CS
B.82.1,01.05.1982,1800,15.5,82.8,2.5,990,40,8,CS
B.82.1,02.05.1982,0,16,82.9,3,990,45,10,CS
B.82.1,02.05.1982,300,16.5,82.1,3,990,45,10.04265027,CS
B.82.1,02.05.1982,600,16.5,82.11,3.5,990,50,12.39833366,SCS
B.82.1,02.05.1982,1200,16.5,82.12,3.5,990,55,15.00198373,SCS
B.82.1,02.05.1982,1800,17,82.13,3.5,990,55,15.00198373,SCS
B.82.1,03.05.1982,0,17,82.14,3.5,990,60,17.85360048,SCS
B.82.1,03.05.1982,300,17,82.15,4,990,65,20.95318389,VSCS
B.82.1,03.05.1982,600,17.5,82.16,4.5,990,80,31.73973418,VSCS
B.82.1,03.05.1982,1200,17.5,82.17,5,990,90,40.17060107,VSCS
B.82.1,03.05.1982,1800,17.5,82.18,5.5,990,105,54.67665146,VSCS
B.82.1,04.05.1982,0,17.5,82.19,6,990,115,65.58718508,VSCS
B.82.1,04.05.1982,300,17.5,82.2,6,990,115,65.58718508,VSCS
B.82.1,04.05.1982,600,17.5,82.21,6,990,115,65.58718508,VSCS
B.82.1,04.05.1982,1200,17.5,82.22,6,990,115,65.58718508,VSCS
B.82.1,04.05.1982,1800,17.3,82.23,.,990,115,65.58718508,VSCS
B.82.2,05.05.1982,300,17.2,82.24,.,990,30,4.463400119,DD
B.82.2,31.05.1982,1200,14.5,82.25,1.5,990,25,3.099583416,D
B.82.2,31.05.1982,1800,19,82.26,2,988,30,4.463400119,DD
B.82.2,01.06.1982,0,15.5,82.27,2.5,986,35,6.075183495,CS
B.82.2,01.06.1982,300,16,82.28,2.5,984,40,7.934933545,CS
B.82.2,01.06.1982,600,16.5,82.29,2.5,984,40,7.934933545,CS
B.82.2,01.06.1982,1200,16.5,82.3,2.5,984,40,7.934933545,CS
B.82.2,01.06.1982,1800,17,82.31,2.5,984,40,7.934933545,CS
B.82.2,02.06.1982,0,19,82.32,2.5,984,40,7.934933545,CS
B.82.2,02.06.1982,300,17.5,82.33,3,982,45,10.04265027,CS
B.82.2,02.06.1982,600,17.5,82.34,3.5,982,45,10.04265027,CS
B.82.2,02.06.1982,1200,18,82.35,3,982,45,10.04265027,SCS
B.82.2,02.06.1982,1800,18.5,82.36,3,979,50,13,SCS
B.82.2,03.06.1982,0,19,82.37,3.5,976,55,16,SCS
B.82.2,03.06.1982,300,19,82.38,4,972,65,22,VSCS
B.82.2,03.06.1982,600,19.5,82.39,4.5,960,80,31.73973418,VSCS
B.82.2,03.06.1982,900,19.5,82.4,5,952,90,40.17060107,VSCS
B.82.2,03.06.1982,1200,20,82.41,5,952,90,40,VSCS
B.82.2,03.06.1982,1800,21,82.42,5,952,90,40.17060107,VSCS
B.82.2,04.06.1982,0,21.5,82.43,4,970,65,22,VSCS
B.82.2,04.06.1982,300,22,82.44,3,982,45,10,CS
B.82.2,04.06.1982,600,22.5,82.45,2.5,986,35,6,CS
B.82.2,04.06.1982,1200,23,82.46,2,988,30,4.463400119,DD
B.82.2,04.06.1982,1800,24,82.47,2,988,30,4.463400119,DD
B.82.2,05.06.1982,0,24.5,82.48,1.5,990,25,3,D
B.82.2,05.06.1982,300,25,82.49,1.5,991,20,3,D
B.84.1,13.10.1984,0,19,88,1.5,972,25,3,D
B.84.1,13.10.1984,300,19.5,87.5,1.5,960,25,3,D
B.84.1,13.10.1984,1200,20.5,87.5,4,952,65,21,SCS
B.84.1,14.10.1984,300,20.7,86.8,.,952,55,15,SCS
B.84.1,14.10.1984,1200,21.5,86,.,952,35,8,CS
B.84.1,15.10.1984,300,22.5,85,1.5,970,25,4,D
B.84.1,15.10.1984,1200,23.5,84.5,.,982,20,3,D
B.84.1,09.11.1984,1200,9.5,87.5,1.5,986,25,3,D
B.84.1,10.11.1984,300,9.5,87.5,2,988,30,5,DD
B.84.1,10.11.1984,1200,10,86,2,988,30,5,DD
B.84.1,10.11.1984,1800,10,84,2,990,30,5,DD
B.84.1,11.11.1984,300,10.5,82.5,2,991,30,5,DD
B.84.1,11.11.1984,600,10.8,82,2.5,992,35,6,DD
B.84.1,11.11.1984,1200,11,81.5,2.5,993,40,8,CS
B.84.1,12.11.1984,300,12,80.5,3.5,994,55,15,SCS
B.84.1,12.11.1984,1200,12.5,80.5,5,995,90,40,SCS
B.84.1,13.11.1984,300,13.5,80.5,5,996,90,40,SCS
B.84.1,13.11.1984,1200,13.5,80.3,5.5,997,102,52,SCS
B.84.1,13.11.1984,1800,13.5,80,6,998,115,66,SCS
B.84.1,14.11.1984,300,13.5,80,6,999,115,66,SCS
B.84.2,27.11.1984,1200,8.5,85.5,1.5,990,25,3,D
B.84.2,28.11.1984,300,9,85,1.5,988,25,3,D
B.84.2,28.11.1984,1200,9.5,84.5,2,986,30,4,DD
B.84.2,28.11.1984,1500,9.5,84.5,2.5,984,35,6,DD
B.84.2,29.11.1984,900,9.5,84.5,3,984,45,10,CS
B.84.2,30.11.1984,0,9.5,84.5,3.5,984,55,15,CS
B.84.2,30.11.1984,300,9.5,84.5,6,984,115,66,SCS
B.84.2,01.12.1984,300,10.8,80.5,6,984,115,66,SCS
B.84.2,01.12.1984,1200,11,79,3.5,982,55,15,CS
B.84.2,01.12.1984,1800,11.5,77.5,2,982,30,4,DD
B.84.2,02.12.1984,300,11.5,74,1.5,982,25,3,D
B.87.1,30.01.1987,300,5.5,88.5,1.5,999,25,3,D
B.87.1,30.01.1987,1200,6,88.5,1.5,998,25,4,D
B.87.1,31.01.1987,0,6.5,87.5,2,996,30,5,DD
B.87.1,31.01.1987,300,7,87,2,994,30,6,DD
B.87.1,31.01.1987,600,7,86.5,2.5,992,35,8,CS
B.87.1,31.01.1987,1200,7.5,86,3,988,45,12,CS
B.87.1,01.02.1987,0,8,85.5,3.5,986,50,14,SCS
B.87.1,01.02.1987,300,8,85.5,3.5,984,55,16,SCS
B.87.1,01.02.1987,600,8.5,85.5,4,978,65,22,VSCS
B.87.1,01.02.1987,1200,10,86,4,974,70,30,VSCS
B.87.1,02.02.1987,0,12.5,87,4,970,75,30,VSCS
B.87.1,02.02.1987,3000,13,87.5,4,970,75,30,VSCS
B.87.1,02.02.1987,600,13.5,88,4,970,75,30,VSCS
B.87.1,02.02.1987,1200,14.5,88.5,4,974,70,26,VSCS
B.87.1,02.02.1987,1800,15,89,3.5,980,60,20,SCS
B.87.1,03.02.1987,0,15.5,89.5,3,986,50,14,SCS
B.87.1,03.02.1987,300,16,89.5,2.5,992,40,8,CS
B.87.1,03.02.1987,1200,17,90,2,994,30,6,DD
B.87.1,04.02.1987,0,19,90.5,2,996,30,5,DD
B.87.1,04.02.1987,300,19.5,91,1.5,997,25,4,D
B.87.1,04.02.1987,600,20,91,1.5,998,25,3,D
B.87.1,04.02.1987,1200,21,91,1.5,998,25,3,D
B.87.2,31.10.1987,300,11.5,86.5,1.5,997,25,3,D
B.87.2,31.10.1987,600,12,86,2,995,30,5,DD
B.87.2,31.10.1987,1200,12.5,85.5,2.5,993,35,7,CS
B.87.2,31.10.1987,1800,13,85.5,2.5,993,35,7,CS
B.87.2,01.11.1987,0,13.5,85,2.5,992,40,8,CS
B.87.2,01.11.1987,300,13.5,85,2.5,990,40,10,CS
B.87.2,01.11.1987,1200,13.5,84,3,988,45,12,CS
B.87.2,01.11.1987,1800,13.5,83.5,3.5,988,45,12,CS
B.87.2,02.11.1987,0,13.5,82.5,3.5,986,50,14,SCS
B.87.2,02.11.1987,300,13.5,82,3.5,984,55,16,SCS
B.87.2,02.11.1987,600,14,81.5,3.5,984,55,16,SCS
B.87.2,02.11.1987,1200,14.5,81,3.5,984,55,16,SCS
B.87.2,02.11.1987,1800,14.5,80.5,3.5,984,55,16,SCS
B.87.2,03.11.1987,0,14.5,79.5,.,986,50,14,SCS
B.87.2,03.11.1987,300,14.5,79,.,988,45,12,CS
B.87.2,03.11.1987,600,15,78.5,.,992,35,8,CS
B.87.2,03.11.1987,1200,15.5,78,.,996,25,4,D
B.88.1,23.11.1988,1200,9,94,1.5,998,25,3.1,D
B.88.1,24.11.1988,300,10,94,1.5,997,25,3.1,D
B.88.1,24.11.1988,1200,11,93.5,2,995,30,4.46,DD
B.88.1,25.11.1988,300,11.5,92,4,993,55,15,CS
B.88.1,25.11.1988,600,11.5,92,5.5,993,110,60.01,SCS
B.88.1,25.11.1988,1200,11.5,90.5,5.5,992,110,60.01,SCS
B.88.1,26.11.1988,600,11.5,90.5,5.5,990,110,60.01,SCS
B.88.1,26.11.1988,1200,12.5,88,5.5,988,110,60.01,SCS
B.88.1,27.11.1988,300,13.5,87.5,5.5,988,110,60.01,SCS
B.88.1,28.11.1988,300,19,85.8,5.5,986,110,60.01,SCS
B.88.1,28.11.1988,900,19.3,86.2,5.5,984,110,60.01,SCS
B.88.1,29.11.1988,530,19.3,86.2,5,984,102,51.6,SCS
B.88.1,29.11.1988,300,19.5,88,6,984,115,65.59,SCS
B.88.1,29.11.1988,2000,19.5,88,6,984,115,65.59,SCS
B.88.1,29.11.1988,2000,19.5,88,6,986,115,65.59,SCS
B.90.1,04.05.1990,600,8.5,87,1.5,1002,25,4,D
B.90.1,04.05.1990,1200,9.5,87,1.5,1000,25,4,D
B.90.1,04.05.1990,1800,9.5,86,1.5,1002,25,4,D
B.90.1,05.05.1990,0,10,85.5,2,998,30,6,DD
B.90.1,05.05.1990,600,10,85,2.5,999,35,7,CS
B.90.1,05.05.1990,1200,10.1,84.7,3,994,45,10,CS
B.90.1,05.05.1990,1800,10.3,83.9,3.5,991,55,15,SCS
B.90.1,06.05.1990,0,10.3,83.3,3.5,991,55,15,SCS
B.90.1,06.05.1990,600,10,83.2,4.5,976,77,29.4,VSCS
B.90.1,06.05.1990,1200,10.2,82.9,4.5,976,77,29.4,VSCS
B.90.1,06.05.1990,1800,10.3,82.5,4.5,976,77,29.4,VSCS
B.90.1,07.05.1990,0,11.3,82.3,5,964,90,40.2,ESCS
B.90.1,07.05.1990,600,11.3,81.8,6,940,115,65.6,ESCS
B.90.1,07.05.1990,1200,11.4,81.7,6,938,115,65.6,ESCS
B.90.1,07.05.1990,1800,14.5,80.8,5.5,950,102,51.6,ESCS
B.90.1,08.05.1990,0,13.3,81.8,6.5,924,127,80,SUCS
B.90.1,08.05.1990,600,13.6,81.4,6.5,924,127,80,SUCS
B.90.1,08.05.1990,1200,13.9,81.1,6.5,920,127,80,SUCS
B.90.1,08.05.1990,1800,14.5,80.8,5.5,950,102,51.6,ESCS
B.90.1,09.05.1990,0,15.1,81,5,960,90,40.2,ESCS
B.90.1,09.05.1990,600,15.4,80.9,5,960,90,40.2,ESCS
B.90.1,09.05.1990,1200,15.9,81,5,956,90,40.2,ESCS
B.90.1,09.05.1990,1800,16,80.5,5,956,65,40.2,VSCS
B.90.1,10.05.1990,0,16.5,80,5,956,40,40.2,VSCS
B.90.1,10.05.1990,600,16.5,79.5,5,956,27,40.2,SCS
B.90.1,10.05.1990,1200,17,79,5,956,16,40.2,D
B.91.1,24.04.1991,1200,9.5,89,1.5,1002,25,4,D
B.91.1,24.04.1991,1800,10,89,1.5,1002,25,4,D
B.91.1,25.04.1991,0,10.5,89,1.5,1002,25,4,D
B.91.1,25.04.1991,600,11,88.5,2,1000,30,6,DD
B.91.1,25.04.1991,1200,11,88,2.5,996,35,8,CS
B.91.1,25.04.1991,1800,11,88,2.5,998,35,8,CS
B.91.1,26.04.1991,0,11,87.5,3,994,45,10,CS
B.91.1,26.04.1991,600,11,87.5,3.5,991,55,15,SCS
B.91.1,26.04.1991,1200,11.5,87.5,3.5,987,55,15,SCS
B.91.1,26.04.1991,1800,11.5,87,3.5,991,55,15,SCS
B.91.1,27.04.1991,0,12,87,3.5,989,55,15,SCS
B.91.1,27.04.1991,600,13.5,87,4.5,974,77,29.4,VSCS
B.91.1,27.04.1991,1200,14.5,87,4.5,972,77,29.4,VSCS
B.91.1,27.04.1991,1800,14.5,87,4.5,974,77,29.4,VSCS
B.91.1,28.04.1991,0,15,87.2,4.5,972,77,29.4,VSCS
B.91.1,28.04.1991,600,16,87.8,5.5,952,102,51.6,ESCS
B.91.1,28.04.1991,1200,16.5,88,5.5,950,102,51.6,ESCS
B.91.1,28.04.1991,1800,17.5,88.5,6,934,115,65.6,ESCS
B.91.1,29.04.1991,0,18.5,89,6.5,920,127,80,SUCS
B.91.1,29.04.1991,600,20,90,6.5,922,127,80,SUCS
B.91.1,29.04.1991,1200,20.5,90.5,6.5,918,127,80,SUCS
B.91.1,29.04.1991,1800,22,91.5,6.5,920,127,80,SUCS
B.91.1,30.04.1991,0,23.7,92.7,6.5,994,30,6,DD
B.92.1,11.11.1992,600,7.5,85.5,2,1002,30,6,DD
B.92.1,11.11.1992,1200,7.5,84.5,3,998,45,10,CS
B.92.1,11.11.1992,1800,7.5,83.5,3,998,45,10,CS
B.92.1,12.11.1992,0,7,82.5,3,996,45,12,CS
B.92.1,12.11.1992,600,7,81.5,2.5,1002,35,8,CS
B.92.1,12.11.1992,1200,7.5,80,2.5,1000,35,8,CS
B.92.1,12.11.1992,1800,7.5,79.5,2.5,998,35,8,CS
B.92.1,13.11.1992,0,7.5,79,2.5,1000,35,8,CS
B.92.1,13.11.1992,600,8,78.5,3.5,994,55,16,SCS
B.92.1,13.11.1992,1200,9,77.5,.,996,45,10,CS
B.92.1,13.11.1992,1800,9.5,77.5,.,1000,30,6,DD
B.92.1,14.11.1992,0,9.8,77,.,1000,30,6,DD
B.92.1,14.11.1992,600,10.5,76.5,1.5,1002,25,4,D
B.92.1,14.11.1992,1200,10.5,76,1.5,1002,25,4,D
B.92.1,14.11.1992,1800,10.5,75.5,1.5,1004,25,4,D
B.92.1,15.11.1992,0,10.5,75,1.5,1002,25,4,D
B.92.1,15.11.1992,600,11,74.5,2,1000,30,6,DD
B.92.1,15.11.1992,1200,11.5,74.5,2,1000,30,6,DD
B.92.1,15.11.1992,1800,12,74.5,.,1002,30,6,DD
B.92.1,16.11.1992,0,12.5,74.5,.,1000,30,6,DD
B.92.1,16.11.1992,600,12.5,74.5,.,1002,30,6,DD
B.92.1,16.11.1992,1200,13.5,74.5,.,1000,30,6,DD
B.92.1,16.11.1992,1800,13.5,74.5,.,1002,30,6,DD
B.92.1,17.11.1992,0,14,74.5,.,1000,30,6,DD
B.92.1,17.11.1992,600,14.5,74.5,.,1002,25,4,D
B.92.2,16.11.1992,600,9.5,95.5,1.5,1004,25,4,D
B.92.2,16.11.1992,1200,9.5,94.5,1.5,1002,25,4,D
B.92.2,16.11.1992,1800,9.5,93.5,2,1000,30,6,DD
B.92.2,17.11.1992,0,9.5,92,2.5,1000,35,8,CS
B.92.2,17.11.1992,600,9.5,90.5,3,996,45,10,CS
B.92.2,17.11.1992,1200,10,90,3.5,990,55,16,SCS
B.92.2,17.11.1992,1800,10.5,89.5,4,986,65,22,VSCS
B.92.2,18.11.1992,0,11,88.5,4.5,978,77,30,VSCS
B.92.2,18.11.1992,600,12,87.8,4.5,976,77,30,VSCS
B.92.2,18.11.1992,1200,13.5,87.5,4.5,974,77,30,VSCS
B.92.2,18.11.1992,1800,14.5,87.5,4.5,974,77,30,VSCS
B.92.2,19.11.1992,0,16,87.5,5,966,90,40,ESCS
B.92.2,19.11.1992,600,16.5,87.5,5.5,952,102,52,ESCS
B.92.2,19.11.1992,1200,17.5,88.5,5.5,952,102,52,ESCS
B.92.2,19.11.1992,1800,18,88.5,5.5,954,102,52,ESCS
B.92.2,20.11.1992,0,18.5,89,5.5,954,102,52,ESCS
B.92.2,20.11.1992,600,19,89.5,5.5,956,102,52,ESCS
B.92.2,20.11.1992,1200,19.5,90,5,968,90,40,ESCS
B.92.2,20.11.1992,1800,19.5,91,5,972,90,40,ESCS
B.92.2,21.11.1992,0,20,91.5,5,972,90,40,ESCS
B.92.2,21.11.1992,600,20,92.5,3,1000,45,10,CS
B.92.2,21.11.1992,1200,20.5,93.5,3,1000,35,8,CS
B.93.1,01.12.1993,600,7,91,1.5,1002,25,4,D
B.93.1,01.12.1993,1200,8,89,2,1000,30,6,DD
B.93.1,01.12.1993,1800,8,88,2,1002,30,6,DD
B.93.1,02.12.1993,0,8,87.5,2,1002,30,6,DD
B.93.1,02.12.1993,300,8,87,2,1000,30,6,DD
B.93.1,02.12.1993,600,8.5,86.5,2.5,1002,30,6,DD
B.93.1,02.12.1993,1200,9,85.5,3,996,45,10,CS
B.93.1,02.12.1993,1800,9,85,3,996,45,10,CS
B.93.1,03.12.1993,0,9.5,84.5,3,994,45,10,CS
B.93.1,03.12.1993,300,9.5,83.5,3.5,988,55,16,SCS
B.93.1,03.12.1993,600,9.5,83,3.5,988,55,16,SCS
B.93.1,03.12.1993,1200,10,82,4,982,65,22,VSCS
B.93.1,03.12.1993,1800,10.5,81.5,4,982,65,22,VSCS
B.93.1,04.12.1993,0,10.8,80.8,4.5,976,77,30,VSCS
B.93.1,04.12.1993,300,11,80,4.5,976,77,30,VSCS
B.93.1,04.12.1993,600,11.5,79,5,968,90,40,ESCS
B.93.1,04.12.1993,1200,12,78.5,5,998,30,6,DD
B.94.1,29.04.1994,0,8.5,92,1.5,1002,25,4,D
B.94.1,29.04.1994,300,9,91.5,2,1001,30,5,DD
B.94.1,29.04.1994,600,9.3,91.3,2,1001,30,5,DD
B.94.1,29.04.1994,1200,10,91,2.5,998,35,8,CS
B.94.1,29.04.1994,1800,10.4,90.7,3,994,45,10,CS
B.94.1,30.04.1994,0,10.8,90.6,3,994,45,10,CS
B.94.1,30.04.1994,300,11,90.5,3,994,45,10,CS
B.94.1,30.04.1994,600,11.5,90.4,3,994,45,10,CS
B.94.1,30.04.1994,1200,12,90.5,3.5,988,55,16,SCS
B.94.1,30.04.1994,1800,13,90.2,3.5,988,55,16,SCS
B.94.1,01.05.1994,0,13.5,90.1,3.5,986,60,18,VSCS
B.94.1,01.05.1994,300,14,90,3.5,986,60,18,VSCS
B.94.1,01.05.1994,600,15,90.1,3.5,986,60,18,VSCS
B.94.1,01.05.1994,1200,16,90.4,4.5,972,77,32,VSCS
B.94.1,01.05.1994,1800,17,90.5,5,962,90,42,ESCS
B.94.1,02.05.1994,0,18.5,91.2,5.5,952,102,52,ESCS
B.94.1,02.05.1994,300,19,91.4,5.5,952,102,54,ESCS
B.94.1,02.05.1994,600,19.5,91.5,5.5,948,102,58,ESCS
B.94.1,02.05.1994,1200,20.6,92,6,940,115,66,ESCS
B.95.1,21.11.1995,1200,6.5,91,1.5,1002,25,4,D
B.95.1,21.11.1995,1800,7,90.5,1.5,1002,25,4,D
B.95.1,22.11.1995,0,7.5,90,1.5,1002,25,4,D
B.95.1,22.11.1995,300,7.5,90,2,1000,30,6,DD
B.95.1,22.11.1995,600,8,89,2,1000,30,6,DD
B.95.1,22.11.1995,1200,8.5,88.5,2.5,998,35,8,CS
B.95.1,22.11.1995,1800,9.5,87.5,3,994,45,12,CS
B.95.1,23.11.1995,0,10,86.5,3,994,45,12,CS
B.95.1,23.11.1995,300,10,86,3.5,990,55,16,SCS
B.95.1,23.11.1995,600,10.5,85.5,3.5,990,55,16,SCS
B.95.1,23.11.1995,1200,11,85,3.5,988,55,18,SCS
B.95.1,23.11.1995,1800,12,85,4,984,65,22,VSCS
B.95.1,24.11.1995,0,13.5,85,4.5,976,77,30,VSCS
B.95.1,24.11.1995,300,14.5,85,5,964,90,42,ESCS
B.95.1,24.11.1995,600,15,85,5,960,90,46,ESCS
B.95.1,24.11.1995,1200,16.5,86.5,5.5,956,102,5.2,ESCS
B.95.1,24.11.1995,1800,18,88.8,5,962,90,46,ESCS
B.95.1,25.11.1995,0,19,89,4.5,970,77,36,VSCS
B.95.1,25.11.1995,300,20,90.5,4.5,972,77,34,VSCS
B.95.1,25.11.1995,600,21,92,4,978,65,28,SCS
B.96.1,28.11.1996,300,11.5,86.5,1.5,1004,25,.,D
B.96.1,28.11.1996,600,12,86,1.5,1004,25,5,D
B.96.1,28.11.1996,1200,12.5,85.5,1.5,1004,25,5,D
B.96.1,28.11.1996,1800,13,85.5,1.5,1004,25,5,D
B.96.1,29.11.1996,0,13,85.5,1.5,1004,25,5,D
B.96.1,29.11.1996,300,12.5,85,2,1002,30,5,DD
B.96.1,29.11.1996,600,13,85.5,2,1002,30,5,DD
B.96.1,29.11.1996,1200,13.5,86,2,1002,30,5,DD
B.96.1,29.11.1996,1800,14,87,2,1002,30,5,DD
B.96.1,30.11.1996,0,14.5,87.5,2,1002,30,5,DD
B.96.1,30.11.1996,300,14.5,87.5,2,1002,30,5,DD
B.96.1,30.11.1996,600,15,88,2,1002,30,5,DD
B.96.1,30.11.1996,1200,15.5,88.5,1.5,1004,25,5,D
B.96.1,30.11.1996,1800,15,89,1.5,1004,25,5,D
B.96.1,01.12.1996,0,14.5,89,1.5,1004,25,5,D
B.96.1,01.12.1996,300,14.5,89,1.5,1004,25,5,D
B.96.1,01.12.1996,600,14.5,88.5,1.5,1004,25,5,D
B.96.1,01.12.1996,1200,14.5,88.5,2,1002,30,5,DD
B.96.1,01.12.1996,1800,14.5,88,2,1002,30,5,DD
B.96.1,02.12.1996,0,14,87,2.5,996,35,5,CS
B.96.1,02.12.1996,300,14,87,2.5,996,35,5,CS
B.96.1,02.12.1996,600,14,87,2.5,994,35,5,CS
B.96.1,02.12.1996,1200,14,86,2.5,994,35,5,CS
B.96.1,02.12.1996,1800,14,85.5,2.5,994,35,5,CS
B.96.1,03.12.1996,0,14,85,3,994,45,5,CS
B.96.1,03.12.1996,300,14,84.5,3.5,992,55,5,SCS
B.96.1,03.12.1996,600,14.3,84,3.5,992,55,5,SCS
B.96.1,03.12.1996,1200,14.5,83.5,4,988,65,5,VSCS
B.96.1,03.12.1996,1800,14.7,83,4,986,65,5,VSCS
B.96.1,04.12.1996,0,14.7,83,4,986,65,5,VSCS
B.96.1,04.12.1996,300,14.8,82.2,4,986,65,5,VSCS
B.96.1,04.12.1996,600,15.1,82,4,986,65,5,VSCS
B.96.1,04.12.1996,1200,15.3,81.4,4,984,65,5,VSCS
B.96.1,04.12.1996,1800,15.5,81.4,4,990,65,5,VSCS
B.96.1,05.12.1996,0,15,81.3,3.5,992,55,5,SCS
B.96.1,05.12.1996,300,14.5,82,3.5,994,55,5,SCS
B.96.1,05.12.1996,600,14.5,81.7,3,994,45,5,CS
B.96.1,05.12.1996,1200,14.3,81.7,3,994,45,5,CS
B.96.1,05.12.1996,1800,14,81.5,3,994,45,5,CS
B.96.1,06.12.1996,0,13.7,81.2,3,994,45,5,CS
B.96.1,06.12.1996,300,13.7,81.1,3,994,45,5,CS
B.96.1,06.12.1996,600,13.5,80.7,3,994,45,5,CS
B.96.1,06.12.1996,1200,13.2,80.5,3,994,45,5,CS
B.97.1,15.05.1997,600,6.5,90.5,1.5,1000,25,4,D
B.97.1,15.05.1997,900,7,90.5,1.5,1000,25,4,D
B.97.1,15.05.1997,1200,7.5,90.5,2,1000,30,4,DD
B.97.1,15.05.1997,1800,8,90.5,2,1002,30,5,DD
B.97.1,16.05.1997,0,8.5,90.5,2,1002,30,6,DD
B.97.1,16.05.1997,300,9,90.5,2.5,1001,35,7,CS
B.97.1,16.05.1997,600,9.2,90.5,2.5,1001,35,7,CS
B.97.1,16.05.1997,900,9.5,90.5,2.5,1001,35,7,CS
B.97.1,16.05.1997,1200,10,91,2.5,999,35,7,CS
B.97.1,16.05.1997,1800,10.5,91.3,2.5,999,35,7,CS
B.97.1,17.05.1997,0,11,91.4,2.5,998,35,8,CS
B.97.1,17.05.1997,300,12,91.5,2.5,998,35,8,CS
B.97.1,17.05.1997,600,13,91.5,3,992,45,12,CS
B.97.1,17.05.1997,900,13.5,91.5,3.5,986,55,16,SCS
B.97.1,17.05.1997,1200,14,91,3.5,986,55,16,SCS
B.97.1,17.05.1997,1800,15,91,3.5,986,55,16,SCS
B.97.1,18.05.1997,0,16,91,3.5,986,55,16,SCS
B.97.1,18.05.1997,300,16.5,90.5,4,980,65,22,VSCS
B.97.1,18.05.1997,600,17,90.5,4,980,65,22,VSCS
B.97.1,18.05.1997,900,17.5,90.5,4,980,65,22,VSCS
B.97.1,18.05.1997,1200,18,90.5,4,980,65,22,VSCS
B.97.1,18.05.1997,1800,19.3,90.3,4.5,974,77,30,VSCS
B.97.1,19.05.1997,0,20,90.8,5,968,90,42,ESCS
B.97.1,19.05.1997,300,20.3,91.2,5,964,90,42,ESCS
B.97.1,19.05.1997,600,20.3,91.3,5,964,90,42,ESCS
B.97.1,19.05.1997,900,21.6,91.5,5,964,90,42,ESCS
B.97.1,19.05.1997,1200,22.1,91.8,5,964,90,42,ESCS
B.99.1,15.10.1999,300,13.5,92.5,1.5,1004,20,4,D
B.99.1,15.10.1999,600,14,91.5,1.5,1002,20,4,D
B.99.1,15.10.1999,1200,15,90,1.5,1002,20,4,D
B.99.1,15.10.1999,1800,15.2,89.5,1.5,1002,20,4,D
B.99.1,15.10.1999,2100,15.3,89,2,1000,30,6,DD
B.99.1,16.10.1999,0,15.5,88.5,2,1000,30,8,DD
B.99.1,16.10.1999,300,16,88.5,2.5,998,35,10,CS
B.99.1,16.10.1999,600,16.5,88,2.5,998,35,10,CS
B.99.1,16.10.1999,900,17,87.5,3,996,45,12,CS
B.99.1,16.10.1999,1200,17.5,86.5,3,994,45,12,CS
B.99.1,16.10.1999,1500,17.6,86,3.5,992,55,16,SCS
B.99.1,16.10.1999,1800,17.6,86,3.5,992,55,16,SCS
B.99.1,16.10.1999,2100,17.7,86,3.5,992,55,16,SCS
B.99.1,17.10.1999,0,17.7,86,4,988,65,20,VSCS
B.99.1,17.10.1999,300,18,85.5,4.5,978,80,30,VSCS
B.99.1,17.10.1999,600,18,85,4.5,978,80,30,VSCS
B.99.1,17.10.1999,900,18.5,85,4.5,978,80,30,VSCS
B.99.1,17.10.1999,1200,19,85,4.5,978,80,30,VSCS
B.99.1,17.10.1999,1500,19,85,4.5,978,80,30,VSCS
B.99.1,17.10.1999,1800,19.2,85,5,968,90,40,ESCS
B.99.1,18.10.1999,0,19.5,85,5,968,90,40,VSCS
B.99.1,18.10.1999,300,20.5,85,5,968,90,40,SCS
B.99.1,18.10.1999,600,20.5,85,5,968,90,40,SCS
B.99.1,18.10.1999,900,20.5,85,5,968,90,40,CS
B.99.1,18.10.1999,1200,21.5,86.5,5,968,90,40,CS
B.99.1,18.10.1999,1500,21,86.5,5,968,90,40,DD
B.99.1,18.10.1999,1800,22.5,86.5,5,968,90,40,DD
B.99.1,18.10.1999,2100,23,86.5,5,968,90,40,DD
B.99.1,19.10.1999,0,23,86.5,5,968,90,40,D
B.99.1,19.10.1999,300,23.5,86.5,5,968,90,40,D
B.00.1,26.11.2000,300,8.5,91.5,1.5,1004,25,4,D
B.00.1,26.11.2000,600,9.5,90.5,1.5,1004,25,4,D
B.00.1,26.11.2000,900,9.5,91,1.5,1004,25,4,D
B.00.1,26.11.2000,1200,10,89.5,1.5,1004,25,4,D
B.00.1,26.11.2000,1500,10,90,2,1004,30,6,DD
B.00.1,26.11.2000,1800,10,90,2,1002,30,6,DD
B.00.1,27.11.2000,0,10.5,88,2,1002,30,6,DD
B.00.1,27.11.2000,300,11,87.5,2,1004,30,6,DD
B.00.1,27.11.2000,600,11,87,2,1002,30,8,DD
B.00.1,27.11.2000,900,11,86.5,2.5,998,35,10,CS
B.00.1,27.11.2000,1200,11,86,3,998,45,10,CS
B.00.1,27.11.2000,1500,11,85.5,3,998,45,10,CS
